FeatureResult,Distraction,Attention,BodySpeed,EyesOffScreen,PressesCount,EYEScan,EYEDwell,SingleFastPresses,EEGAB,Targets
0.987705172,0.191017472,0.852059452,0.170740836,0,0,0.376280314,0.663274543,1,0.301186152,correct
0.298405299,0.091057708,0.290771585,0.081391869,0,0,0.548236364,0.303948919,0,0.287867276,correct
0.245516443,0.078565831,0.242882755,0.070226014,0,0,0.283039844,0.343179444,0,0.326071518,correct
0.726238288,0.205529064,0.691578959,0.183712012,0,0,0.797636241,0.365722142,0.621787279,0.304598732,correct
0.715575166,0.237663695,0.716577077,0.21243553,0,0,0.925948993,0.536404838,0.542730832,0.261728396,correct
0.783878458,0.15900838,0.683635143,0.142129531,0,0,0.515599765,0.471692935,0.692085211,0.308922565,correct
0.981990583,0.189424479,0.846641853,0.16931694,0,0,0.291693835,0.485688249,0.930125492,0.681866707,correct
0.679786914,0.314935522,0.769896881,0.2815049,0,0,0.276283152,0.619198246,0.942641869,0.237834185,correct
0.676977692,0.246111987,0.699193217,0.21998703,0,0,0.302103074,0.489861738,0.699150023,0.551120674,correct
0.5319194,0.460069445,0.816067432,0.411232757,0,0,0.55535658,0.618953231,0.540174417,0.944965432,correct
0.278657677,0.260321097,0.446818473,0.232687834,0,0,0.501245013,0.557639219,0,0.692994456,correct
0.073610452,0.604829854,0.654095162,0.54062675,0,0,0.333376351,0.594484064,0.772914378,0.090876631,correct
-0.343210506,0.780980839,0.551280157,0.403596655,0,0.294482532,0.541380848,0.481350281,0,0.478076765,mistake
0.876819927,0.167989946,0.754819697,0.150157698,0,0,0.65305763,0.392258248,0.83877124,0.236626585,correct
-0.701231351,1,0.53068651,0.913108465,0,0,0.625356384,0.435793937,0.417732879,0.184091064,correct
-0.496795883,0.79245336,0.459962507,0.462444307,0,0.245889584,0.124568349,0.789346429,0,0.337869825,correct
-0.4414952,1,0.704520266,1,0,0,0.184124076,0.538313466,0.723373518,0.593087164,correct
-0.11125518,0.861310544,0.786850729,0.769881838,0,0,0.440783979,0.656698131,0.747358519,0.492872548,correct
0.656996426,0.252588596,0.692296953,0.225776143,0,0,0.477190748,0.575076107,0.723639423,0.214801068,correct
0.873943092,0.188649602,0.773553973,0.168624317,0,0,0.21570607,0.86024456,0.847401368,0.262184623,correct
0.785536521,0.166957157,0.692693614,0.14923454,0,0,0.37489634,0.663439863,0.518335519,0.640894751,correct
0.614532019,0.273083223,0.684371403,0.244095251,0,0,0.788807319,0.771696762,0.483611424,0.155545471,correct
1,0.330729454,1,0.295622295,0,0,1,0.499698173,0.710542881,1,correct
-0.970121133,1,0.3507265,0.234266038,1,0,0.587741687,0.283169708,0,0.50421143,mistake
0.232305857,0.206548845,0.362024312,0.184623543,0,0,0.413268732,0.418781646,0,0.58736873,correct
0.737766835,0.24675937,0.740524983,0.220565693,0,0,0.537342975,0.442259453,0.753996991,0.415842044,correct
0.740450521,0.300752779,0.796314504,0.268827665,0,0,0.794176131,0.607739117,0.623036845,0.474188176,correct
0.494215336,0.394746046,0.725509814,0.352843482,0,0,0.427974802,0.555057114,0.715168973,0.43119736,correct
0.151104211,0.235472219,0.336601817,0.210476681,0,0,0.530475118,0.538294354,0,0.250973523,correct
0.652521541,0.399081574,0.835795022,0.356718791,0,0,0.457253808,0.579479927,0.932638169,0.374961624,correct
0.779296856,0.338492519,0.860052952,0.302561306,0,0,0.68035341,0.474538396,0.683631908,0.849926173,correct
-0.481959803,1,0.677438499,0.259091285,0,0.7423785,0.881287139,0.626210171,0,0.482411526,correct
0.246348727,0.256071718,0.420945666,0.22888953,0,0,0.386487879,1,0,0.263949124,correct
-0.081869908,0.375494903,0.320701785,0.335635861,0,0,0.525248506,0.558133962,0,0.174019938,correct
0.269485457,0.71409931,0.894457989,0.638297178,0,0,0.447182032,0.736326261,0.73534969,0.852768841,correct
0.779217993,0.22034712,0.741854772,0.196957122,0,0,0.309362693,0.547045309,0.700797612,0.650649047,correct
0.338619205,0.449377363,0.676005224,0.401675647,0,0,0.233372099,0.890349411,0.683849221,0.159050469,correct
0.066718009,0.287704675,0.332357073,0.257164626,0,0,0.546659535,0.638208542,0,0.118232196,correct
0.839212756,0.263344892,0.825005272,0.235390651,0,0,0.388474273,0.427337825,0.840989767,0.736875785,correct
-0.39054487,0.647564056,0.386183877,0.578824686,0,0,0.578492633,0.495157827,0,0.44049308,correct
0.546733441,0.410447649,0.710670226,0.461874289,0,0,0.972471428,0.430166237,0.522746498,0.230536882,correct
0.447397201,0.684251445,0.92992645,0.769984066,0,0,0.87553897,0.595083822,0.510977764,1,correct
1,0.254370719,0.840038597,0.286241852,0,0,0.368153904,0.517336654,0.771014668,0.749835613,correct
0.507487559,0.22952591,0.508197766,0.258284136,0,0,0.674056044,0.588556937,0,0.625862948,correct
0.926535472,0.262133106,0.770912789,0.294976819,0,0,0.374654897,0.641314892,0.859776064,0.191378475,correct
0.692637302,0.291201449,0.671542836,0.327687251,0,0,0.248175674,0.585670833,0.708436998,0.295975569,correct
-0.238196552,0.89864036,0.767841734,0.26123463,0.75,0,0.402070631,0.503264863,0.854856343,0.300084357,correct
-0.28839303,0.875869178,0.717506634,0.985610356,0,0,0.301098067,0.568084391,0.741118567,0.368442269,correct
0.46045726,0.447234513,0.700081065,0.503270327,0,0,0.268873104,0.476161601,0.751297646,0.408214031,correct
0.479681219,0.264053915,0.527456737,0.297138294,0,0,0.419184026,0.540858735,0,1,correct
1,0.166962249,1,0.187881622,0,0,0.540317261,0.718373528,0.75599985,1,correct
0.915322052,0.187492757,0.69011492,0.21098448,0,0,0.433774465,0.405970123,0.71973416,0.337314379,correct
0.927896432,0.181572145,0.691099159,0.20432205,0,0,0.405824247,0.301698176,0.65861452,0.591013841,correct
0.231201855,0.215065726,0.34202342,0.242012178,0,0,0.409024069,0.455118577,0,0.406825153,correct
-0.148904111,0.728772711,0.647006402,0.459911083,0,0.360172497,0.688535298,0.589151878,0,0.488797236,correct
-0.078785907,0.772744233,0.729481271,0.550379317,0,0.319185153,0.907703288,0.6381979,0,0.599643993,correct
-0.082350465,0.608158921,0.562938588,0.684357603,0,0,0.310409134,0.481511867,0.501546782,0.333145513,correct
0.4687438,0.479704497,0.737101357,0.539808605,0,0,0.340546489,0.63910359,0.792686579,0.231381901,correct
-0.084610108,0.408993502,0.362532352,0.460237946,0,0,0.352605307,0.349973829,0,0.644600379,correct
-0.38964429,0.995675146,0.781713453,0.406141582,0.714285714,0,0.530706258,0.384098242,0.935290306,0.187111109,correct
0.041622936,0.287749057,0.310605067,0.323802295,0,0,0.373824785,0.510754408,0,0.269637202,correct
-0.25954051,0.888656631,0.746137599,1,0,0,0.287611513,1,0.680020758,0.174184371,correct
-0.389695385,0.888656631,0.67466688,1,0,0,0.33142225,0.383925795,0.763796682,0.319366637,correct
0.489095925,0.476286806,0.744859438,0.535962699,0,0,0.264076949,0.539401565,0.67575776,0.661785438,correct
-0.503043455,0.543097212,0.266865706,0.61114405,0,0,0.324515575,0.478830033,0,0.188334198,correct
0.746618314,0.345702812,0.755686283,0.38901731,0,0,0.440414753,0.604466536,0.860214318,0.10504007,correct
0.576260182,0.420603751,0.737040068,0.473302889,0,0,0.986744948,0.484321221,0.492129868,0.319118819,correct
0.293526586,0.500863832,0.662045317,0.56361908,0,0,0.403669762,0.362953155,0.755636773,0.236919507,correct
-0.036985475,0.771058041,0.750748557,0.24266701,0.625,0,0.373021566,0.286759154,0.586203696,1,correct
1,0.227698139,0.889095651,0.256227356,0,0,0.668922717,0.443372696,0.698871344,0.844398135,correct
0.072048925,0.861880123,0.90144367,0.969868556,0,0,0.93394901,0.823736985,0.6375616,0.36307941,correct
-0.698515019,1,0.616431037,0.291373061,0,1,0.275896545,0.360873955,0,0.945566928,mistake
0.873447452,0.240304776,0.719932735,0.270413529,0,0,0.502145502,0.342342113,0.837587752,0.216189692,correct
-0.099969286,0.888656631,0.83376144,1,0,0,0.442470802,0.271895938,1,0.38391215,correct
-0.107604657,0.888656631,0.829568701,1,0,0,0.445528226,0.505867014,0.826556202,0.537957557,correct
0.685614101,0.499540655,0.876025458,0.562130116,0,0,0.561841919,0.477131969,0.744559012,0.781078735,correct
1,0.236267508,0.955249203,0.265870416,0,0,1,0.972809203,0.603982122,0.412629832,correct
0.909229713,0.27884628,0.778123015,0.313784054,0,0,0.838644776,0.490940588,0.491859193,0.613786687,correct
1,0.1677479,0.760084897,0.18876571,0,0,0.770420044,0.291970284,0.586460216,0.63158998,correct
-0.173716896,0.826265538,0.730874018,0.929791676,0,0,0.544671422,0.339793447,0.786951984,0.31448069,correct
0.051269768,0.311820192,0.339973476,0.3508894,0,0,0.442834091,0.485880035,0,0.334636029,correct
0.84358185,0.299096195,0.762324338,0.336571162,0,0,0.422205347,0.329195055,0.628155704,0.870525668,correct
0.333733944,0.269164446,0.452424619,0.302889144,0,0,0.51554029,0.828652138,0,0.337029056,correct
0.283869315,0.411197383,0.567075863,0.46271796,0,0,0.3743924,0.239424248,0.678028932,0.186420859,correct
-0.530826827,1,0.708512072,0.184270887,1,0,0.671254541,0.414681009,0.503625352,0.576078923,correct
-0.460283185,0.588173581,0.335422618,0.661868219,0,0,0.350557527,0.426462206,0,0.469419317,correct
0.130090887,0.191543743,0.262979324,0.21554303,0,0,0.181601723,0.371918061,0,0.423718127,correct
0.31873444,0.127597965,0.302621601,0.143585228,0,0,0.349443432,0.377550691,0,0.397555506,correct
0.177107223,0,0.162426748,0,0,0,0.082195922,0.010312687,0,0.382497788,correct
0.850992789,0,0.780453721,0,0,0,0.102974436,0.007771859,0.818592283,1,correct
0.07512132,0.314589544,0.383484033,0,0.090958696,0,0.110710328,0.010763634,0,1,correct
0.220841568,0.380818922,0.583354861,0,0.110107895,0,0.13691987,0.008822466,0.391424806,1,correct
1,0,1,0,0,0,1,1,0,1,mistake
0.232396754,0,0.213133312,0,0,0,0.160399623,0.011164706,0,0.451730095,correct
0.640284329,0,0.587210954,0,0,0,0.288589448,0.032896013,0.832537055,0.204176051,correct
0.868929541,0,0.79690369,0,0,0,1,1,0,0.330492698,mistake
0.501427526,0,0.459864036,0,0,0,0.193373334,0.025984548,0.540161203,0.35235932,correct
0.391827667,0,0.359348945,0,0,0,0.192303135,0.015297927,0.525947861,0.090509687,correct
0.193372044,0,0.177343373,0,0,0,0.384309584,0.042382394,0,0.091937111,mistake
0.583491221,0,0.535125445,0,0,0,0.168921861,0.04385153,0.670770902,0.392101064,correct
0.377693051,0,0.346385952,0,0,0,0.249809074,0.029560461,0,0.733613517,mistake
0.586486929,0,0.537872838,0,0,0,0.037629627,0.02914454,0.894059378,0.226545222,correct
0.511597662,0,0.469191166,0,0,0,0.17286886,0.025248966,0.567909438,0.3611603,correct
-0.875335503,1,0.19722134,0,0.896592858,0,0.401575557,0.017940255,0,0.157245092,mistake
-0.054861215,0.556581501,0.50626775,0,0.160926923,0,0.116453426,0.004355411,0.699760033,0.358181442,correct
0.355603858,0,0.326127739,0,0,0,0.545198764,0.047042171,0,0.361498299,mistake
1,0,1,0,0,0,0.789280732,1,1,0.394643243,correct
-0.085514114,0.629179088,0.550753267,0,0.181917391,0,0.149414125,0.013828524,0.746440817,0.379029069,correct
-0.717611844,1,0.341871234,0,0.209205,0.177580776,0.107683909,0.020309399,0,0.247448039,correct
0.16699479,0,0.153152537,0,0,0,0.114998405,0.067188853,0,0.265697316,mistake
-0.358048744,1,0.671630032,0,1,0,1,0.094626252,0.428041193,0.256862533,correct
-0.944092453,1,0.134163676,0,1,0,0,0,0,0.392352891,mistake
0.443041259,0,0.406317426,0,0,0,0.824890045,0.046874809,0,0.316483871,mistake
0.417359255,0,0.382764211,0,0,0,0.774873645,0.195265876,0,0.149229369,mistake
1,0,1,0,0,0,0.08265526,0.013880777,1,0.903007263,mistake
0.196544503,0,0.180252866,0,0,0,0.043107506,0.009440474,0,0.474589731,correct
0.771432962,0,0.707488634,0,0,0,0.049336477,0.012133819,1,0.559649213,correct
-0.207874571,0.400637365,0.209993585,0,0,0.115838091,0.033801171,0.006976187,0,0.166071441,correct
-0.631481824,1,0.420861909,0,0,1,0.059960978,0.013647695,0,0.157174441,mistake
0.108467511,0,0.099476604,0,0,0,0.125000451,0.030984825,0,0.134927543,correct
0.301005476,0,0.276055035,0,0,0,0.08908677,0.010821776,0.40476495,0.128061999,mistake
0.499501559,0,0.458097713,0,0,0,0.096898366,0.011048746,0.612920248,0.354465601,correct
0.630712525,0,0.57843256,0,0,0,0.078993887,0.012219519,1,0.15457237,correct
0.283524041,0,0.260022642,0,0,0,0.286402867,0.046703095,0,0.427313239,correct
0.338794666,0,0.310711867,0,0,0,0.116684914,0.010881984,0.411794176,0.191694451,correct
0.50577262,0,0.463848964,0,0,0,0.11066964,0.012584916,0.820654663,0.058649988,correct
0.631172741,0,0.578854628,0,0,0,0.575642108,0.032534169,0.378274894,0.543226706,correct
-0.752588346,0.904444939,0.214238884,0,0.26150625,0,0.220777605,0.009684882,0,0.396065112,correct
0.705343836,0,0.646877658,0,0,0,0.189863999,0.01637034,0.822441305,0.508368449,correct
1,0,1,0,0,0,1,1,1,0.671016713,mistake
-0.553638025,1,0.49225321,0,1,0,0.277481937,0.018021726,0.722482703,0.109979376,correct
-0.004516996,0.678333704,0.674191124,0,0.196129688,0,0.154924096,0.009274829,0.944574824,0.455472331,correct
-0.518995981,0.983729622,0.507753386,0,0,0.284430189,0.066497941,0.006670209,0,0.411723403,correct
1,0,1,0,0,0,1,0.252332648,1,0.122267552,mistake
-0.051096026,0.361777975,0.314917315,0,0.1046025,0,0.088417514,0.015461501,0.419710062,0.216350998,correct
-0.225592492,0.516825679,0.309932622,0,0.149432143,0,0.1452207,0.011157347,0,0.749999627,mistake
0.674459021,0.138140618,0.674469665,0.114510113,0,0,0.580743186,0.565278872,0.703055702,0.214412827,correct
0.987127499,0.156558432,0.941521096,0.129777353,0,0,0.499384498,0.387582319,0.988215534,1,correct
0.968096059,0.164015224,0.933844109,0.135958576,0,0,0.377994384,0.690564474,0.885445692,0.972117006,correct
0.389793994,0.141835916,0.451799657,0.117573288,0,0,0.536879417,0.305140923,0,0.910090592,mistake
0.099277441,0.185556466,0.264501774,0.153814946,0,0,0.472774119,0.396412204,0,0.15657021,correct
-0.184678955,0.685836245,0.53897975,0.145103814,0,0.423412432,0.658083456,0.556747084,0,0.468701977,correct
-0.601621372,1,0.521591369,1,0,0,1,0.610847276,0,0.41192084,mistake
-0.521391015,1,0.585390458,1,0,0.314668307,0.677153117,0.515743287,0,0.321726501,correct
-0.14536297,0.295669322,0.180076854,0.245091761,0,0,0.370620392,0.294705202,0,0.033025144,correct
0.420928905,0.408749576,0.743471762,0.338828366,0,0,0.369873418,0.357511564,0.96274249,0.43701105,correct
0.480945771,0.449575382,0.832022912,0.372670459,0,0,0.388239518,0.80867584,1,0.214203109,correct
-0.144312488,0.353972607,0.239215481,0.293421614,0,0,0.416188329,0.404991087,0,0.106515089,mistake
0.645748074,0.302009127,0.815507261,0.250347071,0,0,0.621080754,0.512445577,0.841444224,0.526789259,correct
-0.426714316,0.995930024,0.656607285,0.57861222,0,0.246952778,0.431382411,0.633292382,0,0.888726436,correct
-0.898035802,1,0.285882952,1,0,0,0.280334919,0.442351771,0,0.38598756,correct
0.173476194,0.778773384,0.916721456,0.645555442,0,0,0.818476047,0.492239345,1,0.339924549,correct
0.513676689,0.344270989,0.752746108,0.285379567,0,0,0.3359373,0.280724297,0.997460046,0.521717738,correct
0.711780761,0.169129585,0.735136837,0.140198068,0,0,0.517186828,0.304051006,1,0.237077674,correct
0.430825027,0.130136469,0.472728041,0.107875163,0,0,0.402784017,0.430488664,0,1,correct
0.762843054,0.225880955,0.832492884,0.187241479,0,0,0.452617759,0.328446667,0.939854689,0.769424709,correct
0.195547659,0.149080967,0.304580243,0.123578992,0,0,0.448994266,0.255678172,0,0.476511226,correct
0.294300757,0.138377286,0.372404914,0.114706296,0,0,0.465252477,0.499183907,0,0.479776136,correct
0.219013632,0.111682954,0.285842345,0.092578329,0,0,0.423438351,0.515904758,0,0.169173663,correct
0.865001373,0.090153534,0.778001642,0.074731759,0,0,0.587845763,0.48164958,0.968052141,0.219330371,correct
0.881143837,0.099491489,0.800176066,0.082472352,0,0,0.350987507,0.614329254,0.959366132,0.425010567,correct
0.656751616,0.158222507,0.680470644,0.131156768,0,0,0.493628414,0.272577198,0.951286912,0.174319948,correct
0.803346743,0.138923492,0.777743909,0.115159067,0,0,0.487273004,0.341121979,1,0.286255017,correct
0.706926765,0.210664484,0.772811843,0.174627956,0,0,0.501624993,0.597484154,0.911681677,0.270231613,correct
-0.426668295,1,0.660713857,1,0,0.357139579,0.436390869,0.390832746,0,0.877529287,correct
-0.848723688,1,0.325095889,1,0,0,0.496181629,0.431866565,0,0.332696589,correct
-0.221730581,1,0.823680094,1,0,0,0.203421359,0.522054487,1,0.46881365,correct
-0.118687285,0.878220079,0.783840085,0.438782768,0,0.289207895,0.555826795,0.798010769,0,0.991520999,correct
0.659838921,0.299067957,0.823771117,0.247909021,0,0,0.34881427,0.656193431,0.913899661,0.55799682,correct
-0.417711806,1,0.667836047,0.223770389,0,0.878143178,0.482448005,0.973822414,0,0.290227078,correct
0.446431866,0.519220095,0.874222208,0.430401662,0,0,0.413459527,0.846473329,1,0.281308142,correct
0.198055743,0.622031654,0.779525356,0.515626148,0,0,0.477935745,0.387791731,0.744932538,0.827355649,correct
0.046209935,0.41367838,0.450424468,0.342914043,0,0,0.445818644,0.300959208,0,1,correct
1,0.174079215,1,0.144301009,0,0,0.707773184,0.762605192,1,0.579093125,correct
0.872323928,0.121038648,0.814709644,0.100333627,0,0,0.811039241,0.697970977,0.7470572,0.316726774,correct
-0.010060321,0.612956461,0.604956505,0.262412586,0,0.245690782,0.429115154,0.858169328,0,0.468841608,correct
0.107982825,0.213562282,0.299430102,0.177030054,0,0,0.34677563,0.309416847,0,0.505018575,correct
0.765066259,0.148256123,0.756635942,0.122895247,0,0,0.533870361,0.129703002,0.921631035,0.625272945,correct
-0.596744019,1,0.525469834,0.09079429,0,1,0.30714859,0.476802137,0,0.31619035,mistake
0.931300453,0.135194636,0.875763696,0.112068073,0,0,0.395805379,0.871681942,0.963968805,0.40775675,correct
0.539528078,0.466204177,0.895236291,0.386454712,0,0,0.554112414,1,0.928209403,0.260491082,correct
-0.308008324,0.956005783,0.711077914,0.414468627,0,0.378001621,0.456979959,0.85976643,0,0.533229197,correct
0.020237565,0.446443051,0.46253594,0.370073949,0,0,0.427545251,0.366201744,0,1,correct
0.622928057,0.277591832,0.772943515,0.230106629,0,0,0.688987205,0.604506104,0.915051895,0.070341036,correct
-0.566121465,1,0.621111578,1,0,0,0.425938604,0.792112043,0.43235726,0.352479131,mistake
-0.020689974,1,0.98615281,1,0,0,0.545215222,0.509087366,0.906094752,1,correct
-0.057661364,1,0.961408947,1,0,0,0.863994068,0.722707706,0.673658754,0.835457473,correct
-0.310604839,1,0.79212133,1,0,0,0.316462637,0.502957908,0.718980001,0.848356037,correct
-0.160896542,0.868205098,0.760521781,0.77604453,0,0,0.414017145,0.507586368,0.929902192,0.200433686,correct
-0.454258228,1,0.695978348,0.295795819,0,1,0.453431554,0.634377377,0,1,mistake
0.864533714,0.22896649,0.807573441,0.20466154,0,0,0.474795639,0.675906693,0.720798416,0.574021808,correct
0.948679447,0.147438398,0.78236161,0.131787711,0,0,0.55391663,0.637290653,0.64197984,0.592303868,correct
0.987705172,0.191017472,0.852059452,0.170740836,0,0,0.376280314,0.663274543,1,0.301186152,correct
0.298405299,0.091057708,0.290771585,0.081391869,0,0,0.548236364,0.303948919,0,0.287867276,correct
0.245516443,0.078565831,0.242882755,0.070226014,0,0,0.283039844,0.343179444,0,0.326071518,correct
0.726238288,0.205529064,0.691578959,0.183712012,0,0,0.797636241,0.365722142,0.621787279,0.304598732,correct
0.715575166,0.237663695,0.716577077,0.21243553,0,0,0.925948993,0.536404838,0.542730832,0.261728396,correct
0.783878458,0.15900838,0.683635143,0.142129531,0,0,0.515599765,0.471692935,0.692085211,0.308922565,correct
0.981990583,0.189424479,0.846641853,0.16931694,0,0,0.291693835,0.485688249,0.930125492,0.681866707,correct
0.679786914,0.314935522,0.769896881,0.2815049,0,0,0.276283152,0.619198246,0.942641869,0.237834185,correct
0.676977692,0.246111987,0.699193217,0.21998703,0,0,0.302103074,0.489861738,0.699150023,0.551120674,correct
0.5319194,0.460069445,0.816067432,0.411232757,0,0,0.55535658,0.618953231,0.540174417,0.944965432,correct
0.278657677,0.260321097,0.446818473,0.232687834,0,0,0.501245013,0.557639219,0,0.692994456,correct
0.073610452,0.604829854,0.654095162,0.54062675,0,0,0.333376351,0.594484064,0.772914378,0.090876631,correct
-0.343210506,0.780980839,0.551280157,0.403596655,0,0.294482532,0.541380848,0.481350281,0,0.478076765,mistake
0.876819927,0.167989946,0.754819697,0.150157698,0,0,0.65305763,0.392258248,0.83877124,0.236626585,correct
-0.701231351,1,0.53068651,0.913108465,0,0,0.625356384,0.435793937,0.417732879,0.184091064,correct
-0.496795883,0.79245336,0.459962507,0.462444307,0,0.245889584,0.124568349,0.789346429,0,0.337869825,correct
-0.4414952,1,0.704520266,1,0,0,0.184124076,0.538313466,0.723373518,0.593087164,correct
-0.11125518,0.861310544,0.786850729,0.769881838,0,0,0.440783979,0.656698131,0.747358519,0.492872548,correct
0.656996426,0.252588596,0.692296953,0.225776143,0,0,0.477190748,0.575076107,0.723639423,0.214801068,correct
0.873943092,0.188649602,0.773553973,0.168624317,0,0,0.21570607,0.86024456,0.847401368,0.262184623,correct
0.785536521,0.166957157,0.692693614,0.14923454,0,0,0.37489634,0.663439863,0.518335519,0.640894751,correct
0.614532019,0.273083223,0.684371403,0.244095251,0,0,0.788807319,0.771696762,0.483611424,0.155545471,correct
1,0.330729454,1,0.295622295,0,0,1,0.499698173,0.710542881,1,correct
-0.970121133,1,0.3507265,0.234266038,1,0,0.587741687,0.283169708,0,0.50421143,mistake
0.232305857,0.206548845,0.362024312,0.184623543,0,0,0.413268732,0.418781646,0,0.58736873,correct
0.737766835,0.24675937,0.740524983,0.220565693,0,0,0.537342975,0.442259453,0.753996991,0.415842044,correct
0.740450521,0.300752779,0.796314504,0.268827665,0,0,0.794176131,0.607739117,0.623036845,0.474188176,correct
0.494215336,0.394746046,0.725509814,0.352843482,0,0,0.427974802,0.555057114,0.715168973,0.43119736,correct
0.151104211,0.235472219,0.336601817,0.210476681,0,0,0.530475118,0.538294354,0,0.250973523,correct
0.652521541,0.399081574,0.835795022,0.356718791,0,0,0.457253808,0.579479927,0.932638169,0.374961624,correct
0.779296856,0.338492519,0.860052952,0.302561306,0,0,0.68035341,0.474538396,0.683631908,0.849926173,correct
-0.481959803,1,0.677438499,0.259091285,0,0.7423785,0.881287139,0.626210171,0,0.482411526,correct
0.246348727,0.256071718,0.420945666,0.22888953,0,0,0.386487879,1,0,0.263949124,correct
-0.081869908,0.375494903,0.320701785,0.335635861,0,0,0.525248506,0.558133962,0,0.174019938,correct
0.269485457,0.71409931,0.894457989,0.638297178,0,0,0.447182032,0.736326261,0.73534969,0.852768841,correct
0.779217993,0.22034712,0.741854772,0.196957122,0,0,0.309362693,0.547045309,0.700797612,0.650649047,correct
0.338619205,0.449377363,0.676005224,0.401675647,0,0,0.233372099,0.890349411,0.683849221,0.159050469,correct
0.066718009,0.287704675,0.332357073,0.257164626,0,0,0.546659535,0.638208542,0,0.118232196,correct
0.839212756,0.263344892,0.825005272,0.235390651,0,0,0.388474273,0.427337825,0.840989767,0.736875785,correct
-0.39054487,0.647564056,0.386183877,0.578824686,0,0,0.578492633,0.495157827,0,0.44049308,correct
0.546733441,0.410447649,0.710670226,0.461874289,0,0,0.972471428,0.430166237,0.522746498,0.230536882,correct
0.447397201,0.684251445,0.92992645,0.769984066,0,0,0.87553897,0.595083822,0.510977764,1,correct
1,0.254370719,0.840038597,0.286241852,0,0,0.368153904,0.517336654,0.771014668,0.749835613,correct
0.507487559,0.22952591,0.508197766,0.258284136,0,0,0.674056044,0.588556937,0,0.625862948,correct
0.926535472,0.262133106,0.770912789,0.294976819,0,0,0.374654897,0.641314892,0.859776064,0.191378475,correct
0.692637302,0.291201449,0.671542836,0.327687251,0,0,0.248175674,0.585670833,0.708436998,0.295975569,correct
-0.238196552,0.89864036,0.767841734,0.26123463,0.75,0,0.402070631,0.503264863,0.854856343,0.300084357,correct
-0.28839303,0.875869178,0.717506634,0.985610356,0,0,0.301098067,0.568084391,0.741118567,0.368442269,correct
0.46045726,0.447234513,0.700081065,0.503270327,0,0,0.268873104,0.476161601,0.751297646,0.408214031,correct
0.479681219,0.264053915,0.527456737,0.297138294,0,0,0.419184026,0.540858735,0,1,correct
1,0.166962249,1,0.187881622,0,0,0.540317261,0.718373528,0.75599985,1,correct
0.915322052,0.187492757,0.69011492,0.21098448,0,0,0.433774465,0.405970123,0.71973416,0.337314379,correct
0.927896432,0.181572145,0.691099159,0.20432205,0,0,0.405824247,0.301698176,0.65861452,0.591013841,correct
0.231201855,0.215065726,0.34202342,0.242012178,0,0,0.409024069,0.455118577,0,0.406825153,correct
-0.148904111,0.728772711,0.647006402,0.459911083,0,0.360172497,0.688535298,0.589151878,0,0.488797236,correct
-0.078785907,0.772744233,0.729481271,0.550379317,0,0.319185153,0.907703288,0.6381979,0,0.599643993,correct
-0.082350465,0.608158921,0.562938588,0.684357603,0,0,0.310409134,0.481511867,0.501546782,0.333145513,correct
0.4687438,0.479704497,0.737101357,0.539808605,0,0,0.340546489,0.63910359,0.792686579,0.231381901,correct
-0.084610108,0.408993502,0.362532352,0.460237946,0,0,0.352605307,0.349973829,0,0.644600379,correct
-0.38964429,0.995675146,0.781713453,0.406141582,0.714285714,0,0.530706258,0.384098242,0.935290306,0.187111109,correct
0.041622936,0.287749057,0.310605067,0.323802295,0,0,0.373824785,0.510754408,0,0.269637202,correct
-0.25954051,0.888656631,0.746137599,1,0,0,0.287611513,1,0.680020758,0.174184371,correct
-0.389695385,0.888656631,0.67466688,1,0,0,0.33142225,0.383925795,0.763796682,0.319366637,correct
0.489095925,0.476286806,0.744859438,0.535962699,0,0,0.264076949,0.539401565,0.67575776,0.661785438,correct
-0.503043455,0.543097212,0.266865706,0.61114405,0,0,0.324515575,0.478830033,0,0.188334198,correct
0.746618314,0.345702812,0.755686283,0.38901731,0,0,0.440414753,0.604466536,0.860214318,0.10504007,correct
0.576260182,0.420603751,0.737040068,0.473302889,0,0,0.986744948,0.484321221,0.492129868,0.319118819,correct
0.293526586,0.500863832,0.662045317,0.56361908,0,0,0.403669762,0.362953155,0.755636773,0.236919507,correct
-0.036985475,0.771058041,0.750748557,0.24266701,0.625,0,0.373021566,0.286759154,0.586203696,1,correct
1,0.227698139,0.889095651,0.256227356,0,0,0.668922717,0.443372696,0.698871344,0.844398135,correct
0.072048925,0.861880123,0.90144367,0.969868556,0,0,0.93394901,0.823736985,0.6375616,0.36307941,correct
-0.698515019,1,0.616431037,0.291373061,0,1,0.275896545,0.360873955,0,0.945566928,mistake
0.873447452,0.240304776,0.719932735,0.270413529,0,0,0.502145502,0.342342113,0.837587752,0.216189692,correct
-0.099969286,0.888656631,0.83376144,1,0,0,0.442470802,0.271895938,1,0.38391215,correct
-0.107604657,0.888656631,0.829568701,1,0,0,0.445528226,0.505867014,0.826556202,0.537957557,correct
0.685614101,0.499540655,0.876025458,0.562130116,0,0,0.561841919,0.477131969,0.744559012,0.781078735,correct
1,0.236267508,0.955249203,0.265870416,0,0,1,0.972809203,0.603982122,0.412629832,correct
0.909229713,0.27884628,0.778123015,0.313784054,0,0,0.838644776,0.490940588,0.491859193,0.613786687,correct
1,0.1677479,0.760084897,0.18876571,0,0,0.770420044,0.291970284,0.586460216,0.63158998,correct
