FeatureResult,Distraction,Attention,BodySpeed,EyesOffScreen,PressesCount,EYEScan,EYEDwell,SingleFastPresses,EEGAB,Targets
-0.635112096,0.848107713,0.342156427,1,0,0,0.490516721,0.074373144,0,0.604211649,correct
0.541398061,0.071409011,0.502704599,0.084198045,0,0,1,0.469325963,0,0.248346603,correct
-0.222843131,0.439861377,0.262337174,0.518638576,0,0,0.620353065,0.057555183,0,0.218461841,correct
0.275660071,0.593392703,0.812992625,0.569537952,0.130128722,0,0.135037515,0.021432406,1,0.62141421,correct
-0.102143891,0.304443188,0.223071989,0.358967597,0,0,0.479827532,0.032162933,0,0.25021588,correct
0.360875114,0.563915091,0.851400134,0.664909755,0,0,1,1,0,0.909117312,mistake
-0.153798738,0.320969137,0.198447979,0.37845327,0,0,0.368058806,0.072732569,0,0.237278112,correct
0.809371976,0.201310254,1,0.237364018,0,0,0.764514191,0.062554029,1,0.589794423,correct
0.051978334,0.240028564,0.281436223,0.283016604,0,0,0.482092125,0.113739069,0,0.365797722,mistake
0.02125376,0.848107713,0.86503916,1,0,0,0.466489252,0.046266659,1,0.44296408,correct
-0.298297512,0.848107713,0.610474056,1,0,0,0.241021893,0.021172621,0.461611581,1,correct
0.18488065,0.605233228,0.752515264,0.713627785,0,0,0.251200682,0.031189147,1,0.288851464,correct
-0.319232356,0.661443319,0.407132274,0.282576934,0,0.497327917,0.389648998,0.038765293,0,0.439096778,mistake
-0.218338388,1,0.826064425,1,0.185898175,0,0.517594677,0.055906361,1,0.278470122,correct
